complex_id	complex_name	protein_id
5593	LINC core complex	Q5TKA1
5593	LINC core complex	Q09028
5596	LINC complex, quiescent cells	Q16254
5596	LINC complex, quiescent cells	Q96GY3
5596	LINC complex, quiescent cells	Q52LA3
5596	LINC complex, quiescent cells	Q6MZP7
5596	LINC complex, quiescent cells	Q5TKA1
5596	LINC complex, quiescent cells	Q09028
5596	LINC complex, quiescent cells	Q08999
5604	Emerin complex 1	P60709
5604	Emerin complex 1	Q15417
5604	Emerin complex 1	P50402
5604	Emerin complex 1	Q8WWI1
5604	Emerin complex 1	P35579
5604	Emerin complex 1	Q12965
5604	Emerin complex 1	Q9BRV8
5604	Emerin complex 1	Q13813
5606	Emerin-actin-NMI-(alphaII)spectrin complex	P60709
5606	Emerin-actin-NMI-(alphaII)spectrin complex	P50402
5606	Emerin-actin-NMI-(alphaII)spectrin complex	Q13287
5606	Emerin-actin-NMI-(alphaII)spectrin complex	Q13813
5607	Emerin-actin-NMI complex	P60709
5607	Emerin-actin-NMI complex	P50402
5607	Emerin-actin-NMI complex	Q13287
5608	Emerin architectural complex	P60709
5608	Emerin architectural complex	P50402
5608	Emerin architectural complex	P02545
5608	Emerin architectural complex	P20700
5608	Emerin architectural complex	Q13287
5608	Emerin architectural complex	Q13813
5609	Emerin regulatory complex	P60709
5609	Emerin regulatory complex	O75531
5609	Emerin regulatory complex	P50402
5609	Emerin regulatory complex	Q13547
5609	Emerin regulatory complex	O15379
5609	Emerin regulatory complex	Q02539
5609	Emerin regulatory complex	P68431
5609	Emerin regulatory complex	Q8WWI1
5609	Emerin regulatory complex	P28749
561	LSm1-7 complex	O15116
561	LSm1-7 complex	Q9Y333
561	LSm1-7 complex	P62310
561	LSm1-7 complex	Q9Y4Z0
561	LSm1-7 complex	Q9Y4Y9
561	LSm1-7 complex	P62312
561	LSm1-7 complex	Q9UK45
5611	Emerin complex 24	Q9H503
5611	Emerin complex 24	Q07021
5611	Emerin complex 24	P50402
5611	Emerin complex 24	Q02539
5611	Emerin complex 24	P68431
5611	Emerin complex 24	Q00839
5611	Emerin complex 24	P02545
5611	Emerin complex 24	P20700
5611	Emerin complex 24	P49736
5611	Emerin complex 24	P33991
5611	Emerin complex 24	Q14566
5611	Emerin complex 24	Q13287
5611	Emerin complex 24	P06400
5611	Emerin complex 24	Q08999
5611	Emerin complex 24	Q9H0E3
5613	Emerin complex 25	P60709
5613	Emerin complex 25	O75531
5613	Emerin complex 25	Q9P287
5613	Emerin complex 25	Q16543
5613	Emerin complex 25	P50402
5613	Emerin complex 25	Q13283
5613	Emerin complex 25	P61978
5613	Emerin complex 25	P20700
5613	Emerin complex 25	Q9Y333
5613	Emerin complex 25	O95777
5613	Emerin complex 25	Q9H0E3
5613	Emerin complex 25	P62314
5613	Emerin complex 25	P05455
5613	Emerin complex 25	P31946
5613	Emerin complex 25	P62258
5613	Emerin complex 25	O95218
5614	Emerin complex 32	P60709
5614	Emerin complex 32	Q9H503
5614	Emerin complex 32	Q14839
5614	Emerin complex 32	Q9C005
5614	Emerin complex 32	P50402
5614	Emerin complex 32	Q13547
5614	Emerin complex 32	O15379
5614	Emerin complex 32	P68431
5614	Emerin complex 32	P20700
5614	Emerin complex 32	Q9NPJ6
5614	Emerin complex 32	Q13287
5614	Emerin complex 32	P28749
5614	Emerin complex 32	Q08999
5614	Emerin complex 32	Q9UKL0
5614	Emerin complex 32	O00422
5614	Emerin complex 32	Q12824
5614	Emerin complex 32	Q92922
5614	Emerin complex 32	Q8TAQ2
5614	Emerin complex 32	Q13813
5614	Emerin complex 32	Q9BZK7
5614	Emerin complex 32	Q9BQ87
5614	Emerin complex 32	Q13263
5615	Emerin complex 52	P60709
5615	Emerin complex 52	Q9BZZ5
5615	Emerin complex 52	Q07021
5615	Emerin complex 52	P12277
5615	Emerin complex 52	O00148
5615	Emerin complex 52	P50402
5615	Emerin complex 52	P51858
5615	Emerin complex 52	Q02539
5615	Emerin complex 52	P61978
5615	Emerin complex 52	P14866
5615	Emerin complex 52	Q00839
5615	Emerin complex 52	Q12906
5615	Emerin complex 52	P46940
5615	Emerin complex 52	Q9Y2U8
5615	Emerin complex 52	P20700
5615	Emerin complex 52	O95777
5615	Emerin complex 52	Q13287
5615	Emerin complex 52	Q53EL6
5615	Emerin complex 52	Q08999
5615	Emerin complex 52	P62314
5615	Emerin complex 52	P10827
5615	Emerin complex 52	P62258
5615	Emerin complex 52	P27348
562	LSm2-8 complex	Q9Y333
562	LSm2-8 complex	P62310
562	LSm2-8 complex	Q9Y4Z0
562	LSm2-8 complex	Q9Y4Y9
562	LSm2-8 complex	P62312
562	LSm2-8 complex	Q9UK45
562	LSm2-8 complex	O95777
5622	HSP90-CIP1-FKBPL complex	P38936
5622	HSP90-CIP1-FKBPL complex	Q9UIM3
5622	HSP90-CIP1-FKBPL complex	P07900
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P25705
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P06576
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P36542
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P30049
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P56381
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P24539
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P05496
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	O75947
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P56385
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P18859
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P56134
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	O75964
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P48047
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	Q6IAQ7
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P00846
563	F1F0-ATP synthase (EC 3.6.3.14), mitochondrial	P03928
564-1	BAF complex-1	O96019
564-1	BAF complex-1	O14497
564-1	BAF complex-1	Q12824
564-1	BAF complex-1	Q92922
564-1	BAF complex-1	Q8TAQ2
564-1	BAF complex-1	Q969G3
564-1	BAF complex-1	P51531
564-1	BAF complex-1	Q96GM5
564-2	BAF complex-2	O96019
564-2	BAF complex-2	O14497
564-2	BAF complex-2	Q12824
564-2	BAF complex-2	Q92922
564-2	BAF complex-2	Q8TAQ2
564-2	BAF complex-2	Q969G3
564-2	BAF complex-2	P51531
564-2	BAF complex-2	Q92925
564-3	BAF complex-3	O96019
564-3	BAF complex-3	O14497
564-3	BAF complex-3	Q12824
564-3	BAF complex-3	Q92922
564-3	BAF complex-3	Q8TAQ2
564-3	BAF complex-3	Q969G3
564-3	BAF complex-3	P51531
564-3	BAF complex-3	Q6STE5
564-4	BAF complex-4	O96019
564-4	BAF complex-4	O14497
564-4	BAF complex-4	Q12824
564-4	BAF complex-4	Q92922
564-4	BAF complex-4	Q8TAQ2
564-4	BAF complex-4	Q969G3
564-4	BAF complex-4	P51532
564-4	BAF complex-4	Q96GM5
564-5	BAF complex-5	O96019
564-5	BAF complex-5	O14497
564-5	BAF complex-5	Q12824
564-5	BAF complex-5	Q92922
564-5	BAF complex-5	Q8TAQ2
564-5	BAF complex-5	Q969G3
564-5	BAF complex-5	P51532
564-5	BAF complex-5	Q92925
564-6	BAF complex-6	O96019
564-6	BAF complex-6	O14497
564-6	BAF complex-6	Q12824
564-6	BAF complex-6	Q92922
564-6	BAF complex-6	Q8TAQ2
564-6	BAF complex-6	Q969G3
564-6	BAF complex-6	P51532
564-6	BAF complex-6	Q6STE5
5641	PSD95-FYN-NR2A complex	P78352
5641	PSD95-FYN-NR2A complex	P06241
5641	PSD95-FYN-NR2A complex	Q12879
5642	Securin-separase complex	Q14674
5642	Securin-separase complex	O95997
5643	ESPL1-CDC2 complex	P06493
5643	ESPL1-CDC2 complex	Q14674
5646	FARP2-NRP1-PlexinA1 complex	O94887
5646	FARP2-NRP1-PlexinA1 complex	O14786
5646	FARP2-NRP1-PlexinA1 complex	Q9UIW2
5647	FARP2-NRP1-PlexinA2 complex	O94887
5647	FARP2-NRP1-PlexinA2 complex	O14786
5647	FARP2-NRP1-PlexinA2 complex	O75051
5648	FARP2-NRP1-PlexinA3 complex	O94887
5648	FARP2-NRP1-PlexinA3 complex	O14786
5648	FARP2-NRP1-PlexinA3 complex	P51805
5649	FARP2-NRP1-PlexinA4 complex	O94887
5649	FARP2-NRP1-PlexinA4 complex	O14786
5649	FARP2-NRP1-PlexinA4 complex	Q9HCM2
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	O96019
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	Q68CP9
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	Q86U86
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	P51532
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	Q12824
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	Q92922
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	Q8TAQ2
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	Q969G3
565-1	PBAF complex (Polybromo- and BAF containing complex)-1	Q96GM5
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	O96019
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	Q68CP9
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	Q86U86
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	P51532
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	Q12824
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	Q92922
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	Q8TAQ2
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	Q969G3
565-2	PBAF complex (Polybromo- and BAF containing complex)-2	Q92925
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	O96019
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	Q68CP9
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	Q86U86
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	P51532
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	Q12824
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	Q92922
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	Q8TAQ2
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	Q969G3
565-3	PBAF complex (Polybromo- and BAF containing complex)-3	Q6STE5
5654	SEMA4A-PlexinD1 complex	Q9Y4D7
5654	SEMA4A-PlexinD1 complex	Q9H3S1
5655	Ternary complex (LRRC7, CAMK2a, ACTN4)	O43707
5655	Ternary complex (LRRC7, CAMK2a, ACTN4)	Q9UQM7
5655	Ternary complex (LRRC7, CAMK2a, ACTN4)	Q96NW7
5656	CEBPE-E2F1-RB1 complex	Q15744
5656	CEBPE-E2F1-RB1 complex	Q01094
5656	CEBPE-E2F1-RB1 complex	P06400
5658	Nrp1-PlexinD1 complex	O14786
5658	Nrp1-PlexinD1 complex	Q9Y4D7
566-1	BAF complex-1	P60709
566-1	BAF complex-1	O96019
566-1	BAF complex-1	O14497
566-1	BAF complex-1	P51532
566-1	BAF complex-1	Q12824
566-1	BAF complex-1	Q92922
566-1	BAF complex-1	Q8TAQ2
566-1	BAF complex-1	Q969G3
566-1	BAF complex-1	Q96GM5
566-2	BAF complex-2	P60709
566-2	BAF complex-2	O96019
566-2	BAF complex-2	O14497
566-2	BAF complex-2	P51532
566-2	BAF complex-2	Q12824
566-2	BAF complex-2	Q92922
566-2	BAF complex-2	Q8TAQ2
566-2	BAF complex-2	Q969G3
566-2	BAF complex-2	Q92925
566-3	BAF complex-3	P60709
566-3	BAF complex-3	O96019
566-3	BAF complex-3	O14497
566-3	BAF complex-3	P51532
566-3	BAF complex-3	Q12824
566-3	BAF complex-3	Q92922
566-3	BAF complex-3	Q8TAQ2
566-3	BAF complex-3	Q969G3
566-3	BAF complex-3	Q6STE5
5663	TRIM27-RB1 complex	P06400
5663	TRIM27-RB1 complex	P14373
5683	hRAD51C-hXRCC3 complex	Q06609
5683	hRAD51C-hXRCC3 complex	O43543
5684	Membrane protein complex (DERL1, SELS, VCP)	Q9BUN8
5684	Membrane protein complex (DERL1, SELS, VCP)	Q9BQE4
5684	Membrane protein complex (DERL1, SELS, VCP)	P55072
5685	Membrane protein complex (VCP, UFD1L, SEC61B)	P60468
5685	Membrane protein complex (VCP, UFD1L, SEC61B)	Q92890
5685	Membrane protein complex (VCP, UFD1L, SEC61B)	P55072
5689	SEMA6D-PlexinA1-NRP1 complex	O14786
5689	SEMA6D-PlexinA1-NRP1 complex	Q9UIW2
5689	SEMA6D-PlexinA1-NRP1 complex	Q8NFY4
5691	TALL1 homo-oligomer complex	Q9Y275
5694	Nucleolar remodeling complex (NoRC complex)	Q9UIF9
5694	Nucleolar remodeling complex (NoRC complex)	O60264
5695	TIP5-DNMT-HDAC1 complex	Q9UIF9
5695	TIP5-DNMT-HDAC1 complex	P26358
5695	TIP5-DNMT-HDAC1 complex	Q9UBC3
5695	TIP5-DNMT-HDAC1 complex	Q13547
5696	VEGFA(165)-KDR-NRP1 complex	P35968
5696	VEGFA(165)-KDR-NRP1 complex	O14786
5696	VEGFA(165)-KDR-NRP1 complex	P15692
5698	VEGFA(165)-VEGFR2-NRP1 complex	P35968
5698	VEGFA(165)-VEGFR2-NRP1 complex	O14786
5698	VEGFA(165)-VEGFR2-NRP1 complex	P15692
57	HDAC4-ERK2 complex	P56524
57	HDAC4-ERK2 complex	P28482
570	p300-CBP-p270-SWI/SNF complex	O14497
570	p300-CBP-p270-SWI/SNF complex	Q92793
570	p300-CBP-p270-SWI/SNF complex	Q09472
570	p300-CBP-p270-SWI/SNF complex	P51532
570	p300-CBP-p270-SWI/SNF complex	Q12824
570	p300-CBP-p270-SWI/SNF complex	Q92922
570	p300-CBP-p270-SWI/SNF complex	Q8TAQ2
5701	NRP1-VEGF(165/121) complex	O14786
5701	NRP1-VEGF(165/121) complex	P15692
5709	ArgBP2a-CBL-PTK2B complex	O94875
5709	ArgBP2a-CBL-PTK2B complex	P22681
5709	ArgBP2a-CBL-PTK2B complex	Q14289
571	p300-CBP-p270 complex	O14497
571	p300-CBP-p270 complex	Q92793
571	p300-CBP-p270 complex	Q09472
5710	PRMT2 homo-oligomer complex	P55345
5712	FAK-beta5 integrin complex, VEGF induced	P18084
5712	FAK-beta5 integrin complex, VEGF induced	Q05397
5713	SH3P2/OSTF1-CBL-SRC complex	P22681
5713	SH3P2/OSTF1-CBL-SRC complex	Q92882
5713	SH3P2/OSTF1-CBL-SRC complex	P12931
5714	eNOS-CAV1 complex	Q03135
5714	eNOS-CAV1 complex	P29474
5716	eNOS-HSP90 complex, VEGF induced	P07900
5716	eNOS-HSP90 complex, VEGF induced	P29474
5718	eNOS-HSP90-AKT complex, VEGF induced	P31749
5718	eNOS-HSP90-AKT complex, VEGF induced	P07900
5718	eNOS-HSP90-AKT complex, VEGF induced	P29474
5720	CIN85-CBL complex	P22681
5720	CIN85-CBL complex	Q96B97
5721	CIN85-CBL-SH3GL2 complex	P22681
5721	CIN85-CBL-SH3GL2 complex	Q99962
5721	CIN85-CBL-SH3GL2 complex	Q96B97
5724	CIN85-SH3GL3-CBL complex	P22681
5724	CIN85-SH3GL3-CBL complex	Q99963
5724	CIN85-SH3GL3-CBL complex	Q96B97
5727	TBP-TAF complex	Q15573
5727	TBP-TAF complex	Q53T94
5727	TBP-TAF complex	Q15572
5727	TBP-TAF complex	P20226
5730	IKBKG homotrimer complex	Q9Y6K9
5731	NRP1-VEGFC complex, heparin dependent	O14786
5731	NRP1-VEGFC complex, heparin dependent	P49767
5732	NRP2-VEGFC complex	O60462
5732	NRP2-VEGFC complex	P49767
5733	NRP2-VEGFD complex, heparin dependent	O43915
5733	NRP2-VEGFD complex, heparin dependent	O60462
5734	NRP1-VEGFD complex, heparin dependent	O43915
5734	NRP1-VEGFD complex, heparin dependent	O14786
5735	TGF-beta receptor-SMAD3 complex	P84022
5735	TGF-beta receptor-SMAD3 complex	P36897
5735	TGF-beta receptor-SMAD3 complex	P37173
5736	Pre-initiation complex (PIC)	P60709
5736	Pre-initiation complex (PIC)	P24928
5736	Pre-initiation complex (PIC)	P20226
5740	NRP2-VEGFR3 complex	P35916
5740	NRP2-VEGFR3 complex	O60462
5745	PlexinA1-NRP1 complex	O14786
5745	PlexinA1-NRP1 complex	Q9UIW2
5746	PlexinA1-NRP1-SEMA3A complex	O14786
5746	PlexinA1-NRP1-SEMA3A complex	Q9UIW2
5746	PlexinA1-NRP1-SEMA3A complex	Q14563
5747	2AR-mGluR2 complex	P08913
5747	2AR-mGluR2 complex	P42262
5748	2AR-mGluR2 complex	P08913
5748	2AR-mGluR2 complex	P42262
5749	MRIT complex	Q07817
5749	MRIT complex	Q14790
5749	MRIT complex	O15519
575	ABIN2-NFKB1-MAP3K8 complex	P41279
575	ABIN2-NFKB1-MAP3K8 complex	P19838
575	ABIN2-NFKB1-MAP3K8 complex	Q8NFZ5
5755	SUMO1-SUA1-UBA2 complex	Q9UBE0
5755	SUMO1-SUA1-UBA2 complex	P63165
5755	SUMO1-SUA1-UBA2 complex	Q9UBT2
5756	SUA1-UBA2 complex	Q9UBE0
5756	SUA1-UBA2 complex	Q9UBT2
5757	PLXNA1-RANBPM complex	Q9UIW2
5757	PLXNA1-RANBPM complex	Q96S59
5758	PLXNA2-RANBPM complex	O75051
5758	PLXNA2-RANBPM complex	Q96S59
5759	PLXNA3-RANBPM complex	P51805
5759	PLXNA3-RANBPM complex	Q96S59
5760	PLXNA4-RANBPM complex	Q9HCM2
5760	PLXNA4-RANBPM complex	Q96S59
5762	CRMP-MICAL-PlexinA1 complex, induced by SEMA3A	Q14194
5762	CRMP-MICAL-PlexinA1 complex, induced by SEMA3A	Q8TDZ2
5762	CRMP-MICAL-PlexinA1 complex, induced by SEMA3A	Q9UIW2
577	FHL2-p53-HIPK2 complex	Q14192
577	FHL2-p53-HIPK2 complex	Q9H2X6
577	FHL2-p53-HIPK2 complex	P04637
5770	RUNX1-CBF-beta-DNA complex	Q13951
5770	RUNX1-CBF-beta-DNA complex	Q01196
5772	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	P33151
5772	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	P35222
5772	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	P35968
5772	ZO1-(beta)cadherin-(VE)cadherin-VEGFR2 complex	Q07157
5798	Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced	Q14790
5798	Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced	O15519
5798	Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced	Q13158
5799	Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	Q14790
5799	Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	O15519
5799	Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	Q13158
5799	Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	P25445
58	SMRT complex	Q13227
58	SMRT complex	O15379
58	SMRT complex	Q9Y618
58	SMRT complex	O60907
58	SMRT complex	Q9BZK7
5800	Death-inducing signaling complex DISC (type I cells associated), stimulated	Q14790
5800	Death-inducing signaling complex DISC (type I cells associated), stimulated	Q13158
5800	Death-inducing signaling complex DISC (type I cells associated), stimulated	P25445
5805	PGAM5-KEAP1-NRF2 complex	Q14145
5805	PGAM5-KEAP1-NRF2 complex	Q16236
5805	PGAM5-KEAP1-NRF2 complex	Q96HS1
5809	GABAA receptor 	P14867
5809	GABAA receptor 	P47870
5809	GABAA receptor 	P18507
5816	Apoptosome-procaspase 9 complex	O14727
5816	Apoptosome-procaspase 9 complex	P55211
5816	Apoptosome-procaspase 9 complex	P99999
5823	MCL1-BAK1 complex	Q16611
5823	MCL1-BAK1 complex	Q07820
5827	IKBKG tetramer complex	Q9Y6K9
5828	IKBKG-IKBKB  complex	O14920
5828	IKBKG-IKBKB  complex	Q9Y6K9
5829	IKBKG-CHUK complex	O15111
5829	IKBKG-CHUK complex	Q9Y6K9
5830	DJ-1-SNCA complex, high molecular weight complex	Q99497
5830	DJ-1-SNCA complex, high molecular weight complex	P37840
5832	PINK1-MIRO2-Milton complex	Q9BXM7
5832	PINK1-MIRO2-Milton complex	Q8IXI1
5832	PINK1-MIRO2-Milton complex	Q9UPV9
5836	MIRO2-Milton complex	Q8IXI1
5836	MIRO2-Milton complex	Q9UPV9
5837	PPD complex	O60260
5837	PPD complex	Q99497
5837	PPD complex	Q9BXM7
5843	AIF-CYPA-DNA complex	O95831
5843	AIF-CYPA-DNA complex	P62937
5844	I-kappa-B kinase (IKK) complex	O15111
5844	I-kappa-B kinase (IKK) complex	O14920
5844	I-kappa-B kinase (IKK) complex	Q9Y6K9
5849	HSP90-CDC37-LRRK2 complex	Q16543
5849	HSP90-CDC37-LRRK2 complex	P08238
5849	HSP90-CDC37-LRRK2 complex	Q5S007
585	Mi2/NuRD-BCL6-MTA3 complex	P41182
585	Mi2/NuRD-BCL6-MTA3 complex	Q14839
585	Mi2/NuRD-BCL6-MTA3 complex	Q13547
585	Mi2/NuRD-BCL6-MTA3 complex	O95983
585	Mi2/NuRD-BCL6-MTA3 complex	Q9BTC8
5856	AK2-FADD-caspase-10 (AFAC10) complex	P54819
5856	AK2-FADD-caspase-10 (AFAC10) complex	Q92851
5856	AK2-FADD-caspase-10 (AFAC10) complex	Q13158
5859	FAS-FADD-CASP8-CASP10 complex	Q92851
5859	FAS-FADD-CASP8-CASP10 complex	Q14790
5859	FAS-FADD-CASP8-CASP10 complex	Q13158
5859	FAS-FADD-CASP8-CASP10 complex	P25445
5860	FAS-FADD-CASP8 complex	Q14790
5860	FAS-FADD-CASP8 complex	Q13158
5860	FAS-FADD-CASP8 complex	P25445
5861	FAS-FADD-CASP10 complex	Q92851
5861	FAS-FADD-CASP10 complex	Q13158
5861	FAS-FADD-CASP10 complex	P25445
5862	CAV1-VDAC1-ESR1 complex	Q03135
5862	CAV1-VDAC1-ESR1 complex	P03372
5862	CAV1-VDAC1-ESR1 complex	P21796
587	NuRD.1 complex	Q14839
587	NuRD.1 complex	Q6IT96
587	NuRD.1 complex	Q92769
587	NuRD.1 complex	O95983
587	NuRD.1 complex	Q13330
587	NuRD.1 complex	Q9BTC8
587	NuRD.1 complex	Q09028
587	NuRD.1 complex	Q16576
5870	FE65-TSHZ3-HDAC1 complex	O00213
5870	FE65-TSHZ3-HDAC1 complex	Q13547
5870	FE65-TSHZ3-HDAC1 complex	Q63HK5
5872	BRAF-MAP2K1-MAP2K2-YWHAE complex	P15056
5872	BRAF-MAP2K1-MAP2K2-YWHAE complex	Q02750
5872	BRAF-MAP2K1-MAP2K2-YWHAE complex	P36507
5872	BRAF-MAP2K1-MAP2K2-YWHAE complex	P62258
5873	RAF1-MAP2K1-YWHAE complex	Q02750
5873	RAF1-MAP2K1-YWHAE complex	P04049
5873	RAF1-MAP2K1-YWHAE complex	P62258
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	P60842
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	Q9Y570
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	P67775
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	P30153
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	P30154
5877	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	P15056
5877	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	Q8IVT5
5877	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	Q02750
5877	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	P04049
5877	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	P62258
59	AP3 adapter complex	O00203
59	AP3 adapter complex	Q13367
59	AP3 adapter complex	O14617
59	AP3 adapter complex	Q9Y2T2
59	AP3 adapter complex	P53677
59	AP3 adapter complex	Q92572
59	AP3 adapter complex	P59780
591	SAP complex (Sin3-associated protein complex)	Q4LE39
591	SAP complex (Sin3-associated protein complex)	Q13547
591	SAP complex (Sin3-associated protein complex)	Q92769
591	SAP complex (Sin3-associated protein complex)	Q09028
591	SAP complex (Sin3-associated protein complex)	Q16576
591	SAP complex (Sin3-associated protein complex)	Q9H0E3
591	SAP complex (Sin3-associated protein complex)	O75446
591	SAP complex (Sin3-associated protein complex)	Q96ST3
5918	KSR1 homooligomer complex	Q8IVT5
5919-1	BRAF-RAF1-14-3-3 complex-1	P15056
5919-1	BRAF-RAF1-14-3-3 complex-1	P04049
5919-1	BRAF-RAF1-14-3-3 complex-1	P31947
5919-2	BRAF-RAF1-14-3-3 complex-2	P15056
5919-2	BRAF-RAF1-14-3-3 complex-2	P04049
5919-2	BRAF-RAF1-14-3-3 complex-2	P31946
5919-3	BRAF-RAF1-14-3-3 complex-3	P15056
5919-3	BRAF-RAF1-14-3-3 complex-3	P04049
5919-3	BRAF-RAF1-14-3-3 complex-3	P62258
5919-4	BRAF-RAF1-14-3-3 complex-4	P15056
5919-4	BRAF-RAF1-14-3-3 complex-4	P04049
5919-4	BRAF-RAF1-14-3-3 complex-4	P61981
5919-5	BRAF-RAF1-14-3-3 complex-5	P15056
5919-5	BRAF-RAF1-14-3-3 complex-5	P04049
5919-5	BRAF-RAF1-14-3-3 complex-5	Q04917
5919-6	BRAF-RAF1-14-3-3 complex-6	P15056
5919-6	BRAF-RAF1-14-3-3 complex-6	P04049
5919-6	BRAF-RAF1-14-3-3 complex-6	P27348
5919-7	BRAF-RAF1-14-3-3 complex-7	P15056
5919-7	BRAF-RAF1-14-3-3 complex-7	P04049
5919-7	BRAF-RAF1-14-3-3 complex-7	P63104
592	SAP complex (Sin3-associated protein complex)	Q4LE39
592	SAP complex (Sin3-associated protein complex)	Q13547
592	SAP complex (Sin3-associated protein complex)	Q92769
592	SAP complex (Sin3-associated protein complex)	Q09028
592	SAP complex (Sin3-associated protein complex)	Q16576
592	SAP complex (Sin3-associated protein complex)	Q9H0E3
592	SAP complex (Sin3-associated protein complex)	O75446
592	SAP complex (Sin3-associated protein complex)	Q96ST3
592	SAP complex (Sin3-associated protein complex)	Q9H7L9
5920-1	KSR1-RAF1-MEK complex-1	Q8IVT5
5920-1	KSR1-RAF1-MEK complex-1	P04049
5920-1	KSR1-RAF1-MEK complex-1	Q02750
5920-2	KSR1-RAF1-MEK complex-2	Q8IVT5
5920-2	KSR1-RAF1-MEK complex-2	P04049
5920-2	KSR1-RAF1-MEK complex-2	P36507
5921-1	KSR1-BRAF-MEK complex-1	P15056
5921-1	KSR1-BRAF-MEK complex-1	Q8IVT5
5921-1	KSR1-BRAF-MEK complex-1	Q02750
5921-2	KSR1-BRAF-MEK complex-2	P15056
5921-2	KSR1-BRAF-MEK complex-2	Q8IVT5
5921-2	KSR1-BRAF-MEK complex-2	P36507
5922-1	RAF1-RAS complex, EGF induced-1	P04049
5922-1	RAF1-RAS complex, EGF induced-1	P01112
5922-2	RAF1-RAS complex, EGF induced-2	P04049
5922-2	RAF1-RAS complex, EGF induced-2	P01116
5922-3	RAF1-RAS complex, EGF induced-3	P04049
5922-3	RAF1-RAS complex, EGF induced-3	P01111
5923	RAF1-BRAF complex, RAS stimulated	P15056
5923	RAF1-BRAF complex, RAS stimulated	P04049
5924	RAF1-CNK1 complex, RAS stimulated	Q969H4
5924	RAF1-CNK1 complex, RAS stimulated	P04049
